split,prompt,answer,corrupted_prompt
test,Solve the following and respond with only the final answer: What is 20 plus 81?,101,Solve the following and respond with only the final answer: What is 20 plus 11?
train,Solve the following and respond with only the final answer: 81+40=,121,Solve the following and respond with only the final answer: 81+88=
train,Solve the following and respond with only the final answer: 11+10=,21,Solve the following and respond with only the final answer: 11+58=
train,Solve the following and respond with only the final answer: What is 51 plus 87?,138,Solve the following and respond with only the final answer: What is 51 plus 46?
train,Solve the following and respond with only the final answer: What is 87 plus 33?,120,Solve the following and respond with only the final answer: What is 87 plus 42?
train,Solve the following and respond with only the final answer: 85+13=,98,Solve the following and respond with only the final answer: 85+36=
train,Solve the following and respond with only the final answer: What is 14 plus 14?,28,Solve the following and respond with only the final answer: What is 14 plus 62?
train,Solve the following and respond with only the final answer: 22+41=,63,Solve the following and respond with only the final answer: 22+58=
train,Solve the following and respond with only the final answer: What is 81 plus 59?,140,Solve the following and respond with only the final answer: What is 81 plus 69?
train,Solve the following and respond with only the final answer: 27+13=,40,Solve the following and respond with only the final answer: 27+24=
train,Solve the following and respond with only the final answer: What is 39 plus 77?,116,Solve the following and respond with only the final answer: What is 39 plus 90?
train,Solve the following and respond with only the final answer: 33+65=,98,Solve the following and respond with only the final answer: 33+74=
